Growless Cave  (2907,5347)  (2979,5309)  (3053,5294)  (3087,5241)  | overflowToLeft=false
Redpine Dell  (3672,4264)  (3731,4269)  (3701,4322)  (3763,4325)  | overflowToLeft=false
Tirisfal Glades  (2909,4255)  (2859,4249)  (2959,4255)  (3009,4226)  | overflowToLeft=false
Caer Darrow  (4229,4768)  (4179,4811)  (4179,4761)  (4274,4818)  (4229,4718)  (4279,4725)  | overflowToLeft=false
SZ46  (4786,956)  (4736,1005)  (4736,955)  (4835,1006)  (4786,906)  (4836,906)  (4836,956)  (4734,905)  (4785,1055)  (4735,1055)  (4686,1005)  (4686,955)  (4885,1006)  (4885,1056)  (4835,1056)  (4685,1056)  (4784,856)  (4834,856)  (4884,856)  (4886,906)  (4886,956)  (4684,905)  (4684,855)  (4734,855)  (4934,808)  (4785,1105)  (4735,1105)  (4636,1006)  (4636,956)  (4935,1006)  (4935,1056)  (4935,1106)  (4885,1106)  (4835,1106)  (4685,1106)  (4635,1106)  (4635,1056)  (4784,806)  (4834,806)  (4884,806)  (4936,858)  (4936,908)  (4634,906)  (4634,856)  (4676,805)  (4726,805)  (4934,758)  (4984,758)  (4984,808)  (4785,1155)  (4735,1155)  (4586,1006)  (4586,956)  | overflowToLeft=false
Chillwind Camp  (3543,4821)  (3593,4834)  (3479,4794)  (3643,4835)  | overflowToLeft=false
Circle of East Binding  (4522,5914)  (4578,5862)  (4574,5916)  (4514,5966)  (4565,5970)  | overflowToLeft=false
SZ45  (4410,1590)  (4360,1639)  (4360,1589)  (4459,1640)  (4410,1540)  (4460,1540)  (4460,1590)  (4358,1539)  (4409,1689)  (4359,1689)  (4310,1639)  (4310,1589)  (4509,1640)  (4509,1690)  (4459,1690)  (4309,1690)  (4408,1490)  (4458,1490)  (4508,1490)  (4510,1540)  (4510,1590)  (4308,1539)  (4308,1489)  (4358,1489)  (4558,1442)  (4409,1739)  (4359,1739)  (4260,1640)  (4260,1590)  (4559,1640)  (4559,1690)  (4559,1740)  (4509,1740)  (4459,1740)  (4309,1740)  (4259,1740)  (4259,1690)  (4408,1440)  (4458,1440)  (4508,1440)  (4560,1492)  (4560,1542)  (4258,1540)  (4258,1490)  (4277,1439)  (4327,1439)  (4558,1392)  (4608,1392)  (4608,1442)  (4409,1789)  (4359,1789)  (4210,1640)  | overflowToLeft=false
The Sunspire  (4856,1397)  (4806,1446)  (4806,1396)  (4905,1447)  (4856,1347)  (4906,1347)  (4906,1397)  (4804,1346)  (4756,1433)  (4955,1447)  (4951,1497)  (4901,1497)  (4854,1297)  (4956,1365)  (4754,1383)  (4754,1333)  (4804,1296)  (4749,1283)  (4914,1547)  (4704,1421)  (4704,1371)  | overflowToLeft=false
Gilneas City  (2072,6186)  (2121,6236)  (2071,6236)  (2033,6136)  (2083,6136)  (2122,6186)  (2133,6125)  (2171,6236)  (2172,6175)  | overflowToLeft=false
Eastwall Gate  (5023,3770)  (5073,3770)  (5123,3770)  (5022,3818)  (5071,3817)  (5121,3817)  (5076,3724)  (5124,3726)  (5092,3795)  | overflowToLeft=false
Ravenholdt  (3555,5500)  (3505,5549)  (3604,5550)  (3512,5450)  (3654,5540)  (3705,5425)  | overflowToLeft=false
Tirisfal Mountains  (2966,4601)  (2916,4621)  (2916,4571)  (2966,4551)  (3016,4579)  (3016,4629)  (2903,4521)  (2953,4501)  (3066,4607)  (3116,4608)  (3166,4589)  (3216,4588)  (3266,4577)  (3292,4627)  | overflowToLeft=false
The Western Plaguelands  (3389,4591)  (3444,4594)  (3507,4598)  (3429,4645)  (3491,4653)  | overflowToLeft=false
Plaguemist Mountains  (4443,5063)  (4393,5112)  (4393,5062)  (4492,5113)  (4443,5013)  (4493,5013)  (4493,5063)  (4391,5012)  (4442,5162)  (4392,5162)  (4343,5112)  (4343,5062)  (4542,5113)  (4542,5163)  (4492,5163)  (4441,4963)  (4491,4963)  (4541,4963)  (4543,5013)  (4543,5063)  (4341,5012)  (4342,4962)  (4293,5151)  (4293,5101)  (4592,5113)  (4593,5027)  (4291,5051)  (4291,5001)  | overflowToLeft=false
Greymane Manor  (1561,6196)  (1511,6202)  (1581,6146)  (1611,6196)  (1551,6252)  | overflowToLeft=false
Eastpoint Tower  (3454,5756)  (3404,5785)  (3404,5735)  (3454,5706)  (3504,5724)  (3504,5774)  (3354,5768)  (3554,5749)  | overflowToLeft=false
West Sanctum  (4826,2051)  (4776,2049)  (4837,2101)  (4787,2101)  (4876,2020)  (4794,1999)  (4887,2070)  | overflowToLeft=false
Alterac Valley  (3421,5173)  (3369,5204)  (3432,5224)  (3389,5263)  (3445,5281)  | overflowToLeft=false
Lake Elrender  (5557,2684)  (5542,2612)  (5492,2606)  (5480,2556)  (5530,2556)  | overflowToLeft=false
Lordamere River  (3372,4675)  | overflowToLeft=false
SZ33  (1127,1868)  (1193,1916)  (1128,1939)  (1200,1986)  (1138,2012)  (1205,2060)  (1148,2076)  (1270,2060)  (1269,2124)  (1208,2128)  (1145,2150)  (1268,1999)  | overflowToLeft=false
Skull Rock  (4952,5222)  (4902,5250)  (4902,5200)  (4998,5272)  (5002,5203)  | overflowToLeft=false
SZ32  (1209,2885)  (1151,2884)  (1151,2823)  (1096,2822)  (1093,2879)  (1036,2822)  (1034,2877)  (978,2817)  (975,2880)  (973,2943)  (1035,2943)  (1096,2938)  (917,2942)  (917,2884)  (919,2820)  (921,2754)  | overflowToLeft=false
North Sanctum  (5058,1984)  (5008,2023)  (5008,1973)  (5107,2034)  (5108,1942)  (4958,1958)  (5157,1992)  | overflowToLeft=false
Thandol Mountains  (3964,6433)  (3914,6451)  (3914,6401)  (4014,6427)  (3864,6465)  (3864,6415)  (4064,6398)  (4064,6448)  (4063,6538)  (4013,6565)  (3814,6492)  (3814,6442)  (3963,6585)  (4063,6588)  (3913,6589)  (3764,6493)  (3764,6443)  | overflowToLeft=false
SZ31  (1668,3013)  (1618,3062)  (1618,3012)  (1717,3063)  (1668,2963)  (1718,2963)  (1718,3013)  (1616,2962)  (1667,3112)  (1617,3112)  (1568,3062)  (1568,3012)  (1767,3063)  (1767,3113)  (1717,3113)  (1567,3113)  (1666,2913)  (1716,2913)  (1766,2913)  (1768,2963)  (1768,3013)  (1566,2962)  (1566,2912)  (1616,2912)  (1816,2865)  (1667,3162)  (1617,3162)  (1518,3063)  (1518,3013)  (1817,3063)  (1817,3113)  (1567,3163)  (1517,3163)  (1517,3113)  (1707,2863)  (1757,2863)  (1818,2915)  (1818,2965)  (1516,2963)  (1516,2913)  (1807,2815)  (1857,2815)  (1866,2865)  (1468,3063)  (1468,3013)  (1867,3015)  (1867,3065)  (1537,3213)  (1487,3213)  (1467,3163)  (1467,3113)  | overflowToLeft=false
Stratholme Harbour  (3556,285)  (3621,315)  (3553,377)  (3615,400)  (3510,443)  (3578,471)  | overflowToLeft=false
SZ30  (1654,3376)  (1604,3425)  (1604,3375)  (1703,3426)  (1654,3326)  (1704,3326)  (1704,3376)  (1602,3325)  (1653,3475)  (1603,3475)  (1554,3425)  (1554,3375)  (1753,3426)  (1753,3476)  (1703,3476)  (1553,3476)  (1652,3276)  (1702,3276)  (1752,3276)  (1754,3326)  (1754,3376)  (1552,3325)  (1572,3275)  (1802,3228)  (1653,3525)  (1603,3525)  (1504,3426)  (1504,3376)  (1803,3426)  (1803,3476)  (1803,3526)  (1753,3526)  (1703,3526)  (1553,3526)  (1503,3526)  (1503,3476)  (1711,3226)  (1804,3278)  (1804,3328)  (1502,3326)  (1848,3178)  (1852,3228)  (1653,3575)  (1603,3575)  (1454,3426)  (1454,3376)  (1853,3378)  (1853,3428)  (1853,3478)  (1853,3528)  (1553,3576)  (1503,3576)  (1453,3576)  (1453,3526)  (1453,3476)  | overflowToLeft=false
Dun Garok  (3546,6029)  (3496,6065)  (3559,6079)  (3564,5979)  | overflowToLeft=false
Sungraze Peak  (5350,2858)  (5300,2899)  (5300,2849)  (5350,2808)  (5400,2808)  (5400,2858)  (5290,2799)  (5250,2878)  (5450,2843)  (5240,2792)  | overflowToLeft=false
Gauntlet Ash'ari Crystal 3  (4177,156)  (4004,112)  (3962,163)  (4015,211)  (4025,280)  (4079,232)  (4140,238)  | overflowToLeft=false
Tarren Mill  (3334,5411)  (3284,5460)  (3284,5410)  (3383,5461)  (3334,5361)  (3384,5361)  (3384,5411)  (3282,5360)  (3234,5445)  (3433,5461)  (3434,5360)  (3232,5357)  | overflowToLeft=false
Gauntlet Ash'ari Crystal 2  (4295,469)  (4245,501)  (4243,445)  (4188,473)  (4191,412)  (4295,411)  | overflowToLeft=false
Tirion's Cottage  (4194,3994)  (4193,4053)  (4206,4119)  (4267,4176)  | overflowToLeft=false
SZ39  (3746,3338)  (3696,3387)  (3696,3337)  (3795,3388)  (3746,3288)  (3796,3288)  (3796,3338)  (3694,3287)  (3745,3437)  (3695,3437)  (3646,3387)  (3646,3337)  (3845,3388)  (3845,3438)  (3795,3438)  (3645,3438)  (3744,3238)  (3794,3238)  (3844,3238)  (3846,3288)  (3846,3338)  (3644,3287)  (3644,3237)  (3694,3237)  (3894,3190)  (3745,3487)  (3695,3487)  (3596,3388)  (3596,3338)  (3895,3388)  (3895,3438)  (3895,3488)  (3645,3488)  (3595,3488)  (3595,3438)  (3744,3188)  (3794,3188)  (3844,3188)  (3896,3240)  (3896,3290)  (3594,3288)  (3594,3238)  (3594,3188)  (3644,3187)  (3694,3187)  (3894,3140)  (3944,3140)  (3944,3190)  (3546,3388)  (3546,3338)  (3945,3340)  (3945,3390)  (3945,3440)  | overflowToLeft=false
Gauntlet Ash'ari Crystal 1  (3922,461)  (3977,481)  (3975,425)  (4031,425)  (4082,461)  (4133,517)  | overflowToLeft=false
Deep Elem Mine  (2279,5292)  (2287,5342)  (2274,5242)  (2324,5195)  | overflowToLeft=false
SZ38  (2843,3570)  (2793,3619)  (2793,3569)  (2892,3620)  (2843,3520)  (2893,3520)  (2893,3570)  (2791,3519)  (2842,3669)  (2792,3669)  (2743,3619)  (2743,3569)  (2942,3620)  (2942,3670)  (2892,3670)  (2742,3670)  (2841,3470)  (2891,3470)  (2941,3470)  (2943,3520)  (2943,3570)  (2741,3519)  (2741,3469)  (2791,3469)  (2991,3422)  (2842,3719)  (2792,3719)  (2693,3620)  (2693,3570)  (2992,3620)  (2992,3670)  (2992,3720)  (2942,3720)  (2892,3720)  (2742,3720)  (2692,3720)  (2692,3670)  (2841,3420)  (2891,3420)  (2941,3420)  (2993,3472)  (2993,3522)  (2691,3520)  (2691,3470)  (2691,3420)  (2741,3419)  (2791,3419)  (2991,3372)  (3041,3372)  (3041,3422)  (2842,3769)  (2792,3769)  (2643,3620)  (2643,3570)  | overflowToLeft=false
SZ37  (2913,3023)  (2863,3072)  (2863,3022)  (2962,3073)  (2913,2973)  (2963,2973)  (2963,3023)  (2861,2972)  (2912,3122)  (2862,3122)  (2813,3072)  (2813,3022)  (3012,3073)  (3012,3123)  (2962,3123)  (2812,3123)  (2911,2923)  (2961,2923)  (3011,2923)  (3013,2973)  (3013,3023)  (2811,2972)  (2811,2922)  (2861,2922)  (3061,2875)  (2912,3172)  (2862,3172)  (2763,3073)  (2763,3023)  (3062,3073)  (3062,3123)  (3062,3173)  (3012,3173)  (2962,3173)  (2812,3173)  (2762,3173)  (2762,3123)  (2911,2873)  (2961,2873)  (3011,2873)  (3063,2925)  (3063,2975)  (2761,2973)  (2761,2923)  (2804,2872)  (2854,2872)  (3061,2825)  (3111,2825)  (3111,2875)  (2912,3222)  (2862,3222)  (2713,3073)  (2713,3023)  | overflowToLeft=false
Stratholme  (4624,3446)  (4574,3495)  (4574,3445)  (4673,3496)  (4624,3396)  (4674,3396)  (4674,3446)  (4572,3395)  (4524,3479)  (4723,3496)  (4724,3405)  (4522,3429)  (4522,3379)  (4506,3329)  (4773,3493)  (4456,3316)  | overflowToLeft=false
Hammerfall  (4751,5938)  (4752,5887)  (4703,5885)  (4650,5884)  (4695,5936)  (4647,5940)  (4685,5994)  | overflowToLeft=false
SZ36  (2907,2586)  (2857,2635)  (2857,2585)  (2956,2636)  (2907,2536)  (2957,2536)  (2957,2586)  (2855,2535)  (2906,2685)  (2856,2685)  (2807,2635)  (2807,2585)  (3006,2636)  (3006,2686)  (2956,2686)  (2806,2686)  (2905,2486)  (2955,2486)  (3005,2486)  (3007,2536)  (3007,2586)  (2805,2535)  (2805,2485)  (2855,2485)  (3055,2438)  (2906,2735)  (2856,2735)  (2757,2636)  (2757,2586)  (3056,2636)  (3056,2686)  (3018,2736)  (2968,2736)  (2806,2736)  (2756,2736)  (2756,2686)  (2905,2436)  (2955,2436)  (3005,2436)  (3057,2488)  (3057,2538)  (2755,2536)  (2755,2486)  (2755,2436)  (2805,2435)  (2855,2435)  (3055,2388)  (3105,2388)  (3105,2438)  (2707,2636)  (2707,2586)  | overflowToLeft=false
Terrordale  (4434,3815)  (4384,3835)  (4483,3865)  (4434,3765)  (4484,3765)  (4484,3815)  (4334,3846)  (4434,3715)  | overflowToLeft=false
SZ35  (2143,1999)  (2093,2048)  (2093,1998)  (2192,2049)  (2143,1949)  (2193,1949)  (2193,1999)  (2091,1948)  (2142,2098)  (2092,2098)  (2043,2048)  (2043,1998)  (2242,2049)  (2242,2099)  (2192,2099)  (2042,2099)  (2141,1899)  (2191,1899)  (2241,1899)  (2243,1949)  (2243,1999)  (2041,1948)  (2041,1898)  (2091,1898)  (2291,1851)  (2142,2148)  (2092,2148)  (1993,2049)  (1993,1999)  (2292,2049)  (2292,2099)  (2292,2149)  (2242,2149)  (2192,2149)  (2042,2149)  (1992,2149)  (1992,2099)  (2141,1849)  (2191,1849)  (2241,1849)  (2293,1901)  (2293,1951)  (1991,1949)  (1991,1899)  (2291,1801)  (2341,1801)  (2341,1851)  (2142,2198)  (2092,2198)  (1943,2049)  (1943,1999)  | overflowToLeft=false
Thuron's Livery  (5443,1962)  (5393,1973)  (5493,1934)  (5493,1984)  (5349,2055)  (5343,1942)  (5386,2105)  (5299,2062)  (5293,1956)  | overflowToLeft=false
Dandred's Fold  (3056,4777)  (3047,4840)  (3118,4813)  | overflowToLeft=false
Revantusk Village  (5323,5676)  (5329,5621)  (5317,5567)  (5327,5511)  (5357,5453)  (5396,5400)  | overflowToLeft=false
SZ34  (1975,1485)  (1925,1534)  (1925,1484)  (2024,1535)  (1975,1435)  (2025,1435)  (2025,1485)  (1923,1434)  (1974,1584)  (1924,1584)  (1875,1534)  (1875,1484)  (2074,1535)  (2074,1585)  (2024,1585)  (1874,1585)  (2075,1392)  (2075,1442)  (1873,1434)  (1974,1634)  (1924,1634)  (1825,1535)  (1825,1485)  (2124,1492)  (2124,1542)  (2124,1592)  (2074,1635)  (2024,1635)  (1874,1635)  (1824,1635)  (1824,1585)  (2125,1392)  (2125,1442)  (1823,1435)  (2131,1642)  (1974,1684)  (1924,1684)  (1775,1535)  (1775,1485)  (2174,1492)  (2174,1542)  (2174,1592)  (2081,1685)  (2031,1685)  (1874,1685)  (1824,1685)  (1774,1685)  (1774,1635)  (1774,1585)  (2175,1392)  (2175,1442)  | overflowToLeft=false
Hearthglen Hills  (3454,3849)  (3476,3927)  (3506,3997)  (3537,4064)  (3557,4133)  (3558,4207)  (3543,4272)  (3487,4328)  (3409,4366)  | overflowToLeft=false
Scarlet Watch Post  (3174,3784)  (3175,3999)  (3142,3944)  (3137,3862)  | overflowToLeft=false
Crown Guard Tower  (4916,4402)  (4866,4451)  (4866,4401)  (4965,4452)  (4916,4352)  (4966,4352)  (4966,4402)  (4864,4351)  (4915,4501)  (4865,4501)  (4816,4451)  (4816,4401)  (5015,4452)  (4965,4502)  (4935,4302)  (5016,4371)  (4814,4351)  (5065,4446)  (5069,4496)  | overflowToLeft=false
Valorwind Lake  (4564,5427)  (4514,5431)  (4591,5377)  (4614,5427)  (4540,5481)  | overflowToLeft=false
Koroth's Den  (1883,6425)  (1833,6474)  (1833,6424)  (1932,6475)  (1883,6375)  (1933,6375)  (1933,6425)  (1831,6374)  (1882,6524)  (1832,6524)  (1946,6525)  (1973,6325)  (1983,6375)  | overflowToLeft=false
Zeb'Watha  (5525,2374)  (5520,2424)  (5514,2324)  (5493,2274)  | overflowToLeft=false
Underlight Mines  (4863,3088)  (4813,3137)  (4813,3087)  (4912,3138)  (4863,3038)  (4913,3046)  (4896,3188)  (4842,2988)  | overflowToLeft=false
Bogen's Ledge  (4168,5636)  (4233,5658)  (4291,5704)  (4366,5727)  (4451,5720)  (4164,5708)  (4232,5729)  (4295,5772)  (4366,5791)  (4458,5788)  (4162,5787)  (4239,5805)  (4303,5845)  (4371,5852)  (4461,5851)  (4288,5912)  (4099,5631)  (4091,5700)  (4098,5772)  (4130,5564)  | overflowToLeft=false
Darrow Hill  (3070,5599)  (3020,5648)  (3020,5598)  (3071,5649)  (3084,5549)  (3120,5599)  (3134,5535)  (2982,5548)  (3021,5698)  (3170,5591)  (3092,5485)  (2980,5748)  | overflowToLeft=false
Stromgarde Mountains  (3576,6201)  (3526,6250)  (3526,6200)  (3625,6251)  (3612,6151)  (3626,6201)  (3499,6150)  | overflowToLeft=false
The Marris Stead  (4656,4366)  (4606,4415)  (4606,4365)  (4705,4416)  (4656,4316)  (4706,4316)  (4706,4366)  (4604,4315)  (4654,4266)  | overflowToLeft=false
Azurebreeze Mountains  (5632,1674)  (5649,1724)  (5603,1624)  (5682,1672)  (5554,1574)  | overflowToLeft=false
Silvermoon City Wall  (5277,1847)  | overflowToLeft=false
Beren's Peril  (2403,5593)  (2353,5614)  (2353,5564)  (2453,5565)  (2453,5615)  | overflowToLeft=false
Jintha'Alor  (4996,5648)  (4946,5697)  (4946,5647)  (5045,5698)  (4996,5598)  (5046,5598)  (5046,5648)  (4944,5597)  (4995,5747)  (4945,5747)  (5057,5748)  (4994,5548)  (5096,5570)  (5096,5620)  (5096,5670)  (4894,5578)  (4944,5547)  | overflowToLeft=false
Lake Mereldar  (5335,4519)  (5285,4549)  (5285,4499)  (5371,4569)  (5385,4483)  (5421,4533)  (5235,4494)  (5170,4488)  | overflowToLeft=false
Thalassian Pass  (5183,3404)  (5232,3454)  (5163,3354)  (5263,3504)  (5213,3532)  | overflowToLeft=false
Southshore  (3144,5780)  (3094,5829)  (3094,5779)  (3193,5830)  (3144,5730)  (3194,5730)  (3194,5780)  (3044,5841)  (3044,5791)  (3177,5680)  (3244,5692)  | overflowToLeft=false
Sofera's Naze  (3216,5244)  (3220,5297)  (3273,5268)  (3326,5281)  | overflowToLeft=false
The Thandol Span  (4125,6606)  (4186,6626)  (4261,6630)  (4180,6564)  | overflowToLeft=false
Fenris Keep  (2515,4915)  (2537,4965)  (2489,4865)  (2539,4865)  (2552,5015)  | overflowToLeft=false
East Darrowmere Range  (5296,4796)  (5360,4796)  (5434,4797)  (5506,4799)  (5575,4800)  (5648,4799)  (5295,4863)  (5357,4865)  (5434,4864)  (5510,4864)  (5581,4863)  (5650,4864)  (5295,4929)  (5359,4930)  (5434,4930)  (5511,4930)  (5591,4927)  | overflowToLeft=false
Suncrown Village  (5367,2680)  (5317,2681)  (5317,2631)  (5367,2630)  (5417,2630)  (5417,2680)  (5467,2669)  | overflowToLeft=false
The Fingers  (2924,5436)  (3021,5487)  (3098,5409)  (3169,5396)  | overflowToLeft=false
Rustberg Village  (802,6211)  (868,6216)  (989,6226)  (988,6083)  (1034,6135)  | overflowToLeft=false
The Skittering Dark  (1891,4767)  (1841,4786)  (1841,4736)  (1941,4775)  | overflowToLeft=false
Western Strand  (2919,5941)  (2869,5952)  (2969,5916)  (2819,5992)  (2819,5942)  (3019,5907)  (2769,5976)  | overflowToLeft=false
Circle of West Binding  (3755,5944)  (3705,5993)  (3774,5894)  (3805,5944)  (3824,5875)  (3704,6043)  | overflowToLeft=false
Arathi Highlands  (4486,6044)  (4541,6041)  (4597,6043)  (4488,6100)  (4545,6101)  (4600,6103)  (4668,6079)  (4601,6163)  (4658,6135)  | overflowToLeft=false
North Twin  (3918,4394)  (3868,4428)  (3868,4378)  (3968,4393)  (3854,4328)  (4018,4395)  | overflowToLeft=false
The Dead Fields  (2137,4808)  (2087,4857)  (2087,4807)  (2181,4758)  (2187,4808)  (2231,4714)  | overflowToLeft=false
Andilien Estate  (5127,3072)  (5176,3122)  (5126,3122)  (5121,3022)  (5171,3022)  (5177,3072)  (5150,3172)  (5100,3172)  (5114,2972)  (5164,2972)  (5214,2972)  | overflowToLeft=false
Venomweb Vale  (3324,4149)  (3274,4198)  (3274,4148)  (3373,4199)  (3324,4099)  (3374,4099)  (3374,4149)  (3272,4098)  (3224,4152)  (3423,4199)  (3412,4249)  (3322,4049)  (3372,4049)  | overflowToLeft=false
Whispering Shore  (2220,4059)  (2170,4077)  (2187,4009)  (2237,4009)  (2270,4059)  | overflowToLeft=false
Goldenmist Village  (4788,2657)  (4792,2707)  (4746,2607)  (4838,2644)  | overflowToLeft=false
Zeb'Nowa  (5532,3161)  (5482,3210)  (5482,3160)  (5581,3211)  (5532,3111)  (5582,3111)  (5582,3161)  (5432,3249)  (5432,3199)  (5495,3061)  (5545,3061)  (5595,3061)  (5632,3121)  (5632,3171)  (5682,3127)  (5682,3177)  | overflowToLeft=false
North Dead Scar  (5238,1714)  (5233,1846)  (5224,1960)  (5225,2025)  | overflowToLeft=false
Tranquil Shore  (4700,2031)  (4716,2081)  (4708,1981)  | overflowToLeft=false
Hinterland High Road  (5065,5422)  (5015,5424)  (5015,5374)  (5114,5472)  (5065,5372)  (5115,5393)  (5064,5474)  (4965,5368)  (5164,5443)  (4915,5347)  | overflowToLeft=false
Pestilent Scar  (5606,4160)  (5579,4218)  (5524,4218)  (5463,4233)  (5521,4277)  (5463,4295)  (5398,4320)  (5379,4260)  | overflowToLeft=false
Balnir Farmstead  (3099,4433)  (3049,4447)  (3049,4397)  (3148,4483)  (3099,4383)  (3149,4383)  (3149,4433)  (3098,4497)  (3012,4347)  (3131,4333)  | overflowToLeft=false
Aerie Peak  (3957,5229)  (3920,5289)  (3976,5289)  (4047,5268)  | overflowToLeft=false
Greymane Wall  (2177,5856)  | overflowToLeft=false
The Crimson Throne  (3095,1089)  (3045,1138)  (3059,1039)  (3109,1039)  (3145,1089)  | overflowToLeft=false
Magister's Terrace  (5360,466)  (5375,516)  (5371,416)  (5421,435)  | overflowToLeft=false
Isle of Tribulations  (5504,2557)  | overflowToLeft=false
Shadowfang Keep  (2035,5490)  (1985,5503)  (2085,5497)  | overflowToLeft=false
East Sanctum  (5353,2257)  (5303,2306)  (5303,2256)  (5403,2234)  (5403,2284)  (5319,2206)  | overflowToLeft=false
Greenrush Mountains  (4496,4080)  (4446,4129)  (4446,4079)  (4545,4130)  (4496,4030)  (4546,4030)  (4546,4080)  (4444,4029)  (4495,4179)  (4396,4164)  (4396,4114)  (4595,4130)  (4595,4180)  (4545,4180)  (4596,4015)  (4596,4065)  (4394,4064)  (4394,4014)  (4444,3979)  (4379,3964)  (4346,4159)  (4645,4115)  (4645,4165)  (4646,4018)  (4344,4109)  (4344,4059)  (4329,4009)  (4329,3959)  (4379,3914)  (4695,4068)  (4695,4118)  (4294,4118)  (4294,4068)  (4709,4018)  (4279,4018)  (4279,3968)  (4831,4232)  (4881,4212)  (4931,4192)  (4981,4157)  (4992,4105)  | overflowToLeft=false
Northgate River  (2003,6116)  (2011,6166)  (2053,6091)  (2061,6141)  (2061,6191)  (2011,6216)  (2086,6241)  (2103,6090)  (2111,6140)  (2111,6190)  (2136,6240)  (2127,6291)  (2153,6087)  (2161,6137)  (2161,6187)  (2186,6237)  (2279,5903)  | overflowToLeft=false
Shalandis Isle  (4598,2741)  (4652,2744)  (4620,2796)  | overflowToLeft=false
Whispering Forest  (1705,4360)  (1655,4409)  (1655,4359)  (1754,4410)  (1705,4310)  (1755,4310)  (1755,4360)  (1653,4309)  (1704,4459)  (1654,4459)  (1789,4460)  (1703,4260)  (1753,4260)  (1803,4260)  (1628,4259)  (1853,4285)  (1739,4509)  (1689,4509)  (1817,4510)  (1699,4210)  (1749,4210)  (1799,4210)  (1767,4559)  (1717,4559)  (1667,4559)  (1716,4160)  (1766,4160)  (1816,4160)  (1866,4154)  (1734,4609)  (1684,4609)  | overflowToLeft=false
Thoradin's Wall  (3735,5840)  | overflowToLeft=false
Windrunner Spire  (4678,3142)  (4678,3192)  (4665,3092)  (4715,3092)  (4656,3042)  | overflowToLeft=false
King's Road  (3654,4912)  (3666,4998)  (3627,5083)  (3626,5142)  | overflowToLeft=false
Silvermoon Mountains  (4870,1826)  (4900,1876)  (4852,1776)  (4890,1926)  | overflowToLeft=false
Gahrron's Withering  (4143,4492)  (4093,4541)  (4093,4491)  (4192,4542)  (4143,4442)  (4193,4442)  (4193,4492)  | overflowToLeft=false
South Dead Scar  (5091,2668)  (5063,2735)  (5037,2893)  (5049,2804)  | overflowToLeft=false
Light's Hope Chapel  (5732,4199)  (5680,4213)  (5683,4271)  (5627,4305)  (5693,4338)  (5561,4351)  (5619,4367)  (5687,4391)  | overflowToLeft=false
Go'Shek Farm  (4494,6235)  (4444,6277)  (4444,6227)  (4521,6285)  (4494,6185)  (4544,6204)  | overflowToLeft=false
The Scorched Grove  (4861,2504)  (4811,2511)  (4811,2461)  (4879,2454)  (4911,2504)  (4854,2561)  (4929,2444)  (4761,2502)  (4961,2494)  | overflowToLeft=false
Olsen's Farthing  (2096,5253)  (2046,5277)  (2046,5227)  (2145,5303)  (2096,5203)  (2146,5204)  | overflowToLeft=false
King's Square  (3647,1135)  (3645,1066)  (3652,995)  (3522,1042)  (3550,976)  (3563,889)  (3602,946)  (3710,957)  | overflowToLeft=false
Deatholme  (4927,3358)  (4877,3407)  (4877,3357)  (4976,3408)  (4927,3308)  (4977,3308)  (4977,3358)  (4875,3307)  (4947,3258)  (4997,3258)  (5027,3326)  | overflowToLeft=false
Festival Lane  (3799,641)  (3846,728)  (3923,745)  (3821,860)  (3869,802)  | overflowToLeft=false
The Fungal Vale  (4830,4104)  (4780,4153)  (4834,4154)  (4854,4054)  (4880,4104)  (4904,4044)  (4767,4203)  | overflowToLeft=false
Farstrider Enclave  (5522,2755)  (5469,2782)  (5539,2876)  (5536,2819)  (5596,2851)  | overflowToLeft=false
Eastern Strand  (3288,5905)  (3335,5960)  (3348,6022)  (3406,6005)  (3431,6065)  | overflowToLeft=false
Tranquillien  (5143,2840)  (5093,2878)  (5112,2790)  (5162,2790)  | overflowToLeft=false
Hillsbrad Fields  (2854,5660)  (2804,5709)  (2804,5659)  (2903,5710)  (2854,5610)  (2904,5610)  (2904,5660)  (2802,5609)  | overflowToLeft=false
North Tide's Run  (1958,4897)  (1908,4898)  (2008,4901)  | overflowToLeft=false
Drywhisker Mine  (4075,5861)  (4134,5870)  (4084,5923)  (4141,5938)  (4147,5995)  (4199,5960)  (4233,5998)  | overflowToLeft=false
Darrowmere Forest  (4305,4257)  (4357,4256)  (4414,4260)  (4466,4265)  (4527,4274)  (4310,4324)  (4366,4325)  (4418,4327)  (4472,4332)  (4525,4335)  (4314,4379)  (4371,4377)  (4423,4381)  (4473,4390)  (4521,4420)  | overflowToLeft=false
Zeb'Sora  (5636,2589)  (5686,2554)  (5686,2604)  | overflowToLeft=false
Headland Mountains  (3033,5356)  (2983,5382)  | overflowToLeft=false
Dalaran Remnant Camp  (2636,5369)  (2636,5421)  (2691,5370)  (2691,5421)  (2748,5369)  (2804,5370)  (2799,5315)  (2801,5264)  (2852,5259)  (2850,5204)  (2794,5204)  (2736,5154)  | overflowToLeft=false
Arathi Lowlands  (4369,6359)  (4319,6381)  (4419,6336)  (4290,6331)  (4474,6367)  (4292,6275)  (4352,6298)  | overflowToLeft=false
The Eastern Plaguelands  (5418,4398)  (5478,4409)  (5537,4424)  (5471,4466)  (5533,4484)  (5595,4507)  | overflowToLeft=false
