Great Fissure  (465,13018)  (415,13044)  (415,12994)  (515,12984)  (515,13034)  | overflowToLeft=false
Dalaran Mountains  (2435,5263)  (2385,5312)  (2385,5262)  (2462,5313)  (2435,5213)  (2485,5213)  (2485,5263)  (2407,5362)  (2405,5163)  (2455,5163)  (2535,5222)  (2535,5272)  (2350,5134)  (2576,5414)  (2584,5464)  (2619,5514)  (2569,5514)  (2669,5548)  (2619,5564)  (2569,5564)  (2691,5598)  (2633,5614)  (2583,5614)  | overflowToLeft=false
Sunveil Excursion  (4405,11994)  (4459,11953)  (4468,12008)  (4523,11952)  (4530,12009)  | overflowToLeft=false
Northridge Lumber Camp  (3724,4153)  (3674,4192)  (3674,4142)  (3730,4103)  (3774,4158)  | overflowToLeft=false
Black Tooth Hovel  (3894,9766)  (3844,9815)  (3844,9765)  (3943,9816)  (3894,9716)  (3944,9716)  (3944,9766)  (3842,9715)  (3794,9825)  (3794,9775)  (3993,9816)  (3993,9866)  (3943,9866)  (3908,9666)  (3958,9666)  (3994,9716)  (3994,9766)  (3792,9725)  | overflowToLeft=false
Masonary  (1210,1371)  (1200,1421)  (1220,1321)  | overflowToLeft=false
Gunther's Retreat  (2909,4056)  | overflowToLeft=false
Tanner Camp  (3744,9115)  (3694,9143)  (3694,9093)  (3793,9165)  (3744,9065)  (3794,9071)  (3671,9043)  (3644,9117)  (3843,9179)  | overflowToLeft=false
The Krazzworks  (6058,7009)  (6123,7008)  (6071,7068)  (6145,7082)  | overflowToLeft=false
Yojamba Isle  (2410,11841)  | overflowToLeft=false
Gold Coast Quarry  (1896,10938)  (1846,10978)  (1946,10921)  | overflowToLeft=false
Spinebreaker Mountains  (1206,13278)  (1156,13326)  (1156,13276)  (1255,13328)  (1245,13228)  (1256,13278)  (1106,13331)  (1255,13178)  (1306,13284)  (1056,13345)  | overflowToLeft=false
Silverpine Forest  (2253,5468)  (2203,5517)  (2203,5431)  (2264,5518)  (2303,5430)  (2314,5480)  (2216,5381)  | overflowToLeft=false
Stonewatch Keep  (4478,10392)  (4496,10442)  | overflowToLeft=false
Frostmane Hold  (2614,8306)  (2662,8356)  (2590,8256)  | overflowToLeft=false
Uldaman Back Entrance  (4836,8897)  | overflowToLeft=false
Grom'gol Base Camp  (2788,11917)  (2738,11913)  (2835,11967)  (2785,11967)  (2733,11863)  | overflowToLeft=false
Westfall  (1990,10775)  (1940,10824)  (1940,10774)  (1990,10725)  (2040,10680)  (1890,10833)  (2069,10607)  (2119,10596)  | overflowToLeft=false
Render's Camp  (4122,10042)  | overflowToLeft=false
Terror Wing Path  (4867,9757)  (4817,9806)  (4817,9756)  (4916,9807)  (4867,9707)  (4917,9707)  (4917,9757)  (4815,9706)  (4811,9856)  (4767,9806)  (4767,9756)  (4966,9807)  (4966,9857)  (4916,9857)  (4865,9657)  (4915,9657)  (4965,9657)  (4967,9707)  (4967,9757)  (4765,9706)  (4761,9862)  (4717,9777)  | overflowToLeft=false
Jasperlode Mine  (3177,10326)  (3127,10346)  (3227,10289)  | overflowToLeft=false
Dragonmaw Fortress  (442,12559)  (405,12609)  (405,12661)  (505,12574)  (462,12622)  (520,12635)  | overflowToLeft=false
South Seas 9  (2734,12079)  (2632,12016)  (2593,11920)  (2502,11958)  (2551,12041)  (2634,12119)  (2537,11859)  (2562,12132)  (2411,11976)  (2478,12054)  | overflowToLeft=false
Mag'har Hill  (489,12706)  | overflowToLeft=false
Mo'grosh Stronghold  (4956,8033)  (4988,8083)  (5006,8014)  | overflowToLeft=false
Pyrewood Village  (2042,5589)  (2091,5639)  (2041,5639)  (2141,5593)  (2141,5643)  | overflowToLeft=false
Spire Throne  (2253,870)  (2203,900)  (2303,853)  | overflowToLeft=false
Dawning Lane  (5062,1562)  (5235,1567)  (5298,1487)  (5304,1537)  (5354,1540)  (5116,1568)  (5178,1580)  | overflowToLeft=false
Brill  (2697,4173)  (2647,4222)  (2647,4172)  (2746,4223)  (2697,4123)  (2747,4172)  (2747,4079)  (2696,4272)  (2750,4273)  | overflowToLeft=false
Balia'mah Ruins  (3103,12088)  (3053,12137)  (3053,12087)  (3152,12138)  (3103,12038)  (3153,12038)  (3153,12088)  (3096,12187)  (3003,12163)  (3003,12113)  (3180,11988)  (3203,12098)  (2953,12140)  | overflowToLeft=false
Addle's Stead  (2765,11258)  (2715,11280)  (2715,11230)  (2767,11308)  (2815,11228)  (2817,11278)  | overflowToLeft=false
Sorrowmurk  (5154,10832)  (5104,10850)  (5104,10800)  (5203,10882)  (5154,10782)  (5204,10782)  (5204,10832)  (5153,10900)  (5074,10750)  (5054,10805)  (5253,10891)  (5203,10932)  (5124,10732)  (5153,10950)  (5078,10682)  (5128,10682)  | overflowToLeft=false
Azurebreeze Coast  (5680,1843)  (5630,1888)  (5672,1793)  (5722,1793)  (5730,1867)  | overflowToLeft=false
Highland Pass  (1338,8258)  (1329,8195)  (1307,8143)  (1254,8162)  | overflowToLeft=false
South Seas 8  (2361,12460)  (2351,12352)  (2518,12332)  (2423,12283)  (2505,12230)  (2393,12152)  (2312,12200)  (2261,12323)  (2254,12474)  | overflowToLeft=false
South Seas 5  (1922,12649)  (1849,12737)  (1964,12753)  (1825,12840)  (1925,12848)  (1836,12943)  (1917,12950)  (2008,12945)  (1849,13046)  (1945,13063)  (2038,13056)  | overflowToLeft=false
South Seas 6  (2408,12845)  (2371,12934)  (2436,13030)  (2430,13128)  (2358,13051)  (2297,12948)  (2305,12852)  (2364,12776)  (2481,12841)  (2439,12706)  (2315,12677)  (2219,12875)  (2242,12755)  | overflowToLeft=false
South Seas 3  (4408,12365)  (4298,12369)  (4199,12355)  (4427,12472)  (4314,12499)  (4228,12475)  (4093,12441)  (4164,12567)  (4330,12593)  (4431,12584)  | overflowToLeft=false
Redridge Canyons  (4089,10184)  (4067,10134)  | overflowToLeft=false
South Seas 4  (2797,13307)  (2689,13316)  (2546,13291)  (2486,13365)  (2604,13373)  (2711,13384)  (2842,13380)  (2869,13266)  (2938,13374)  (3046,13369)  | overflowToLeft=false
Headlands  (1624,5981)  (1574,6030)  (1574,5980)  (1673,6031)  (1624,5931)  (1674,5931)  (1674,5981)  (1723,6031)  (1608,5881)  (1658,5881)  | overflowToLeft=false
South Seas 1  (4730,12327)  (4834,12314)  (4945,12255)  (5056,12199)  (5058,12294)  (4976,12373)  (4878,12421)  (4752,12437)  (4753,12553)  (4644,12423)  (4931,12512)  (5064,12425)  | overflowToLeft=false
South Seas 2  (4840,13061)  (4836,12918)  (4710,12937)  (4751,13043)  (4672,13164)  (4824,13235)  (4832,13145)  (4982,13251)  (4927,13131)  (4949,12964)  (5066,13127)  (4976,13043)  | overflowToLeft=false
Nefarian's Lair  (1961,350)  (1989,400)  (1939,400)  | overflowToLeft=false
South Gate Outpost  (4066,8332)  (4116,8308)  | overflowToLeft=false
Highland Flats  (1540,8134)  (1594,8123)  (1530,8077)  (1590,8073)  (1529,8030)  (1593,8019)  | overflowToLeft=false
Tirisfal Glades  (2909,4255)  (2859,4249)  (2959,4255)  (3009,4226)  | overflowToLeft=false
Bladespire Hold  (307,11872)  (331,11922)  (281,11922)  (277,11822)  (327,11822)  | overflowToLeft=false
Timberfell Outpost  (1491,8899)  (1441,8882)  (1390,8861)  (1403,8802)  (1443,8830)  (1495,8846)  | overflowToLeft=false
Chillwind Camp  (3543,4821)  (3593,4834)  (3479,4794)  (3643,4835)  | overflowToLeft=false
Gilneas City  (2072,6186)  (2121,6236)  (2071,6236)  (2033,6136)  (2083,6136)  (2122,6186)  (2133,6125)  (2171,6236)  (2172,6175)  | overflowToLeft=false
The Sunspire  (4856,1397)  (4806,1446)  (4806,1396)  (4905,1447)  (4856,1347)  (4906,1347)  (4906,1397)  (4804,1346)  (4756,1433)  (4955,1447)  (4951,1497)  (4901,1497)  (4854,1297)  (4956,1365)  (4754,1383)  (4754,1333)  (4804,1296)  (4749,1283)  (4914,1547)  (4704,1421)  (4704,1371)  | overflowToLeft=false
Tirisfal Mountains  (2966,4601)  (2916,4621)  (2916,4571)  (2966,4551)  (3016,4579)  (3016,4629)  (2903,4521)  (2953,4501)  (3066,4607)  (3116,4608)  (3166,4589)  (3216,4588)  (3266,4577)  (3292,4627)  | overflowToLeft=false
The Western Plaguelands  (3389,4591)  (3444,4594)  (3507,4598)  (3429,4645)  (3491,4653)  | overflowToLeft=false
Kraken's Reach  (1580,7787)  (1507,7608)  (1548,7733)  (1671,7754)  (1641,7807)  (1518,7817)  (1614,7926)  (1710,7958)  (1233,7545)  | overflowToLeft=false
Ruins of Zul'Kunda  (2559,11617)  (2509,11666)  (2509,11616)  (2608,11667)  (2559,11567)  (2609,11567)  (2609,11617)  (2558,11716)  (2459,11701)  (2459,11651)  (2554,11517)  (2604,11517)  (2659,11642)  | overflowToLeft=false
Forgotten Crypt  (3794,11341)  | overflowToLeft=false
Ash Hill  (4373,9721)  | overflowToLeft=false
Skull Rock  (4952,5222)  (4902,5250)  (4902,5200)  (4998,5272)  (5002,5203)  | overflowToLeft=false
Thunder Falls  (3063,9909)  (3013,9887)  (3112,9959)  (3062,9959)  (3063,9859)  (3113,9891)  (2990,9837)  (3162,9941)  (3129,10009)  (3079,10009)  (3056,9809)  (2940,9812)  | overflowToLeft=false
Brewnail Village  (2763,8162)  (2713,8211)  (2774,8212)  (2752,8112)  (2802,8112)  (2813,8162)  (2768,8062)  (2818,8062)  (2834,8012)  | overflowToLeft=false
Gauntlet Ash'ari Crystal 3  (4177,156)  (4004,112)  (3962,163)  (4015,211)  (4025,280)  (4079,232)  (4140,238)  | overflowToLeft=false
Tarren Mill  (3334,5411)  (3284,5460)  (3284,5410)  (3383,5461)  (3334,5361)  (3384,5361)  (3384,5411)  (3282,5360)  (3234,5445)  (3433,5461)  (3434,5360)  (3232,5357)  | overflowToLeft=false
Gauntlet Ash'ari Crystal 2  (4295,469)  (4245,501)  (4243,445)  (4188,473)  (4191,412)  (4295,411)  | overflowToLeft=false
East Thandol Valley  (4511,6823)  (4461,6872)  (4461,6822)  (4560,6873)  (4511,6773)  (4561,6773)  (4561,6823)  (4459,6772)  (4411,6869)  (4610,6873)  (4610,6923)  (4560,6923)  (4611,6743)  (4611,6793)  (4409,6819)  (4409,6769)  (4660,6843)  (4660,6893)  (4660,6943)  (4610,6973)  (4560,6973)  (4661,6743)  (4661,6793)  (4359,6853)  (4359,6803)  (4359,6753)  (4680,6993)  (4710,6843)  (4710,6893)  (4710,6943)  (4533,7023)  (4711,6741)  (4711,6791)  (4309,6855)  (4309,6805)  (4309,6755)  (4760,6841)  (4760,6891)  (4761,6737)  (4761,6787)  (4259,6843)  (4810,6837)  (4811,6736)  (4811,6786)  | overflowToLeft=false
Gauntlet Ash'ari Crystal 1  (3922,461)  (3977,481)  (3975,425)  (4031,425)  (4082,461)  (4133,517)  | overflowToLeft=false
Hearthglen Hills  (3454,3849)  (3476,3927)  (3506,3997)  (3537,4064)  (3557,4133)  (3558,4207)  (3543,4272)  (3487,4328)  (3409,4366)  | overflowToLeft=false
Scarlet Watch Post  (3174,3784)  (3175,3999)  (3142,3944)  (3137,3862)  | overflowToLeft=false
Blasted Mountains  (4575,11101)  (4646,11102)  (4713,11105)  (4779,11130)  (4787,11197)  (4790,11286)  (4767,11357)  (4856,11196)  (4858,11274)  (4848,11350)  (4856,11414)  (4929,11284)  (4931,11352)  | overflowToLeft=false
Frostmane Hovel  (2632,8774)  (2682,8749)  | overflowToLeft=false
Thundermar  (5574,7217)  (5573,7166)  (5624,7163)  (5626,7215)  (5616,7269)  (5566,7270)  (5569,7324)  (5513,7272)  (5516,7217)  (5509,7161)  | overflowToLeft=false
Bogen's Ledge  (4168,5636)  (4233,5658)  (4291,5704)  (4366,5727)  (4451,5720)  (4164,5708)  (4232,5729)  (4295,5772)  (4366,5791)  (4458,5788)  (4162,5787)  (4239,5805)  (4303,5845)  (4371,5852)  (4461,5851)  (4288,5912)  (4099,5631)  (4091,5700)  (4098,5772)  (4130,5564)  | overflowToLeft=false
Garfang's Camp  (4054,10544)  (4004,10540)  (4056,10594)  (4104,10512)  | overflowToLeft=false
Magmadar Cavern  (1682,1770)  (1704,1820)  (1669,1720)  (1639,1670)  (1754,1912)  (1804,1948)  (1997,1870)  (2032,1959)  (1725,1868)  | overflowToLeft=false
Valley of Bones  (1035,13175)  (1075,13225)  (1025,13225)  (1006,13125)  (1056,13125)  (1042,13275)  | overflowToLeft=false
Stromgarde Mountains  (3576,6201)  (3526,6250)  (3526,6200)  (3625,6251)  (3612,6151)  (3626,6201)  (3499,6150)  | overflowToLeft=false
The Marris Stead  (4656,4366)  (4606,4415)  (4606,4365)  (4705,4416)  (4656,4316)  (4706,4316)  (4706,4366)  (4604,4315)  (4654,4266)  | overflowToLeft=false
Azurebreeze Mountains  (5632,1674)  (5649,1724)  (5603,1624)  (5682,1672)  (5554,1574)  | overflowToLeft=false
Ruins of Thaurissan  (4394,9521)  (4344,9570)  (4344,9520)  (4436,9571)  (4394,9471)  (4444,9471)  (4444,9521)  (4363,9620)  (4313,9620)  (4294,9570)  (4494,9445)  (4494,9495)  (4263,9632)  (4544,9437)  (4544,9487)  | overflowToLeft=false
Jintha'Alor  (4996,5648)  (4946,5697)  (4946,5647)  (5045,5698)  (4996,5598)  (5046,5598)  (5046,5648)  (4944,5597)  (4995,5747)  (4945,5747)  (5057,5748)  (4994,5548)  (5096,5570)  (5096,5620)  (5096,5670)  (4894,5578)  (4944,5547)  | overflowToLeft=false
Lake Mereldar  (5335,4519)  (5285,4549)  (5285,4499)  (5371,4569)  (5385,4483)  (5421,4533)  (5235,4494)  (5170,4488)  | overflowToLeft=false
Altar of Storms  (4225,11390)  (4270,11340)  (4275,11390)  (4287,11441)  (4271,11290)  (4337,11448)  | overflowToLeft=false
Blind Mary's Haunt  (3637,11071)  | overflowToLeft=false
The Thandol Span  (4125,6606)  (4186,6626)  (4261,6630)  (4180,6564)  | overflowToLeft=false
Fenris Keep  (2515,4915)  (2537,4965)  (2489,4865)  (2539,4865)  (2552,5015)  | overflowToLeft=false
The Dead Acre  (2424,11139)  (2374,11179)  (2374,11129)  (2457,11189)  (2474,11113)  | overflowToLeft=false
The Cauldron  (3596,8952)  (3546,8991)  (3646,8912)  (3646,8962)  (3496,8996)  (3696,8909)  | overflowToLeft=false
Suncrown Village  (5367,2680)  (5317,2681)  (5317,2631)  (5367,2630)  (5417,2630)  (5417,2680)  (5467,2669)  | overflowToLeft=false
Rustberg Village  (802,6211)  (868,6216)  (989,6226)  (988,6083)  (1034,6135)  | overflowToLeft=false
Tkashi Ruins  (2770,11607)  (2720,11624)  (2720,11574)  (2818,11657)  (2770,11557)  (2706,11524)  (2868,11679)  | overflowToLeft=false
Redridge Hills  (3803,10422)  | overflowToLeft=false
Circle of West Binding  (3755,5944)  (3705,5993)  (3774,5894)  (3805,5944)  (3824,5875)  (3704,6043)  | overflowToLeft=false
Tranquil Gardens Cemetery  (3603,11209)  (3626,11259)  | overflowToLeft=false
Andilien Estate  (5127,3072)  (5176,3122)  (5126,3122)  (5121,3022)  (5171,3022)  (5177,3072)  (5150,3172)  (5100,3172)  (5114,2972)  (5164,2972)  (5214,2972)  | overflowToLeft=false
Whispering Shore  (2220,4059)  (2170,4077)  (2187,4009)  (2237,4009)  (2270,4059)  | overflowToLeft=false
Mistfall Cleft  (902,8367)  (960,8369)  (1013,8405)  (1069,8398)  (1123,8379)  (1176,8346)  (1245,8331)  | overflowToLeft=false
Duskwood Mountains  (2851,11400)  (2801,11441)  (2801,11391)  (2900,11450)  (2864,11350)  (2901,11400)  | overflowToLeft=false
Blushwater Brook  (1108,8471)  (1162,8456)  (1212,8432)  (1261,8418)  (1138,8528)  (1187,8507)  (1234,8483)  (1290,8467)  (1202,8558)  (1253,8535)  | overflowToLeft=false
Misty Reed Post  (5150,11183)  (5100,11232)  (5100,11182)  (5199,11233)  (5150,11133)  (5200,11133)  (5200,11183)  (5098,11132)  (5149,11282)  (5099,11282)  (5200,11283)  (5148,11083)  (5250,11125)  (5198,11040)  (5175,11333)  (5136,11033)  | overflowToLeft=false
Longshore  (1974,10610)  | overflowToLeft=false
West Thandol Valley  (3989,6791)  (3939,6803)  (3939,6753)  (4038,6841)  (4039,6752)  (3889,6752)  (4089,6743)  | overflowToLeft=false
Halls of Strife  (2232,432)  (2281,482)  (2231,482)  (2199,382)  (2249,382)  (2282,432)  (2236,532)  (2199,332)  (2249,332)  | overflowToLeft=false
Firegut Furnace  (4530,9674)  (4480,9710)  (4480,9660)  (4579,9724)  (4530,9624)  (4580,9627)  (4629,9727)  | overflowToLeft=false
Pestilent Scar  (5606,4160)  (5579,4218)  (5524,4218)  (5463,4233)  (5521,4277)  (5463,4295)  (5398,4320)  (5379,4260)  | overflowToLeft=false
Wyrmskull Tunnel  (577,11644)  | overflowToLeft=false
Balnir Farmstead  (3099,4433)  (3049,4447)  (3049,4397)  (3148,4483)  (3099,4383)  (3149,4383)  (3149,4433)  (3098,4497)  (3012,4347)  (3131,4333)  | overflowToLeft=false
Temple of Atal'Hakkar  (4986,10955)  (4936,11004)  (4936,10954)  (5035,11005)  (4986,10905)  (5036,10905)  (5036,10955)  (4934,10904)  | overflowToLeft=false
The Legion Front  (1281,12840)  (1231,12889)  (1231,12839)  (1330,12890)  (1281,12790)  (1331,12790)  (1331,12840)  (1181,12893)  (1181,12843)  (1381,12801)  (1381,12851)  | overflowToLeft=false
Crystalvein Mine  (2996,12346)  (2946,12388)  (2946,12338)  (3032,12396)  (2996,12296)  (2937,12288)  (3046,12266)  (3082,12415)  | overflowToLeft=false
Mok'Nathal Range  (895,11844)  | overflowToLeft=false
The Crimson Throne  (3095,1089)  (3045,1138)  (3059,1039)  (3109,1039)  (3145,1089)  | overflowToLeft=false
Stonewrought Dam  (4515,7916)  | overflowToLeft=false
Scalespine Hill  (1378,8050)  (1364,8104)  (1413,8105)  (1370,8157)  (1429,8163)  (1475,8120)  | overflowToLeft=false
Amber Waves  (1150,7988)  (1097,7992)  (1030,7971)  (1030,8026)  (1206,8008)  | overflowToLeft=false
Festival Lane  (3799,641)  (3846,728)  (3923,745)  (3821,860)  (3869,802)  | overflowToLeft=false
Wetlands Farm  (3660,7495)  (3610,7518)  (3710,7467)  (3710,7517)  | overflowToLeft=false
Arathor's Embrace  (712,9298)  (672,9349)  (635,9409)  (704,9429)  (739,9366)  (777,9309)  (795,9403)  (834,9344)  (890,9300)  (942,9243)  | overflowToLeft=false
Bloodmaul Ravine  (404,11920)  (401,11970)  (392,11870)  (400,12020)  (399,11820)  (414,11770)  | overflowToLeft=false
Tranquillien  (5143,2840)  (5093,2878)  (5112,2790)  (5162,2790)  | overflowToLeft=false
Arom's Stand  (386,8913)  (365,8956)  (438,8937)  (421,8990)  (495,8931)  (488,8990)  | overflowToLeft=false
Blackrock Stronghold  (3795,9502)  (3745,9551)  (3745,9501)  (3844,9552)  (3795,9452)  (3845,9452)  (3845,9502)  (3743,9451)  (3794,9601)  (3744,9601)  (3695,9551)  (3695,9501)  (3894,9552)  (3894,9602)  (3844,9602)  (3694,9602)  (3793,9402)  (3895,9415)  (3895,9465)  (3693,9451)  (3693,9401)  (3743,9401)  | overflowToLeft=false
Darrowmere Forest  (4305,4257)  (4357,4256)  (4414,4260)  (4466,4265)  (4527,4274)  (4310,4324)  (4366,4325)  (4418,4327)  (4472,4332)  (4525,4335)  (4314,4379)  (4371,4377)  (4423,4381)  (4473,4390)  (4521,4420)  | overflowToLeft=false
Plunder Harbour  (1817,9037)  (1823,8981)  (1804,8930)  (1771,8879)  (1740,8835)  | overflowToLeft=false
The Eastern Plaguelands  (5418,4398)  (5478,4409)  (5537,4424)  (5471,4466)  (5533,4484)  (5595,4507)  | overflowToLeft=false
Nek'mani Wellspring  (2575,12744)  (2624,12794)  (2547,12694)  (2597,12694)  | overflowToLeft=false
North Stonewrought River  (3588,7169)  (3766,7122)  (3958,7077)  (4116,7102)  | overflowToLeft=false
Garren's Haunt  (2663,3985)  (2613,4034)  (2665,4035)  (2659,3935)  (2709,3935)  (2713,3985)  (2612,4084)  | overflowToLeft=false
Northshire Abbey  (2955,10114)  (2905,10163)  (2905,10113)  (2966,10164)  (2955,10064)  (3005,10064)  (3005,10114)  (2903,10063)  | overflowToLeft=false
Durnholde Fields  (3774,5673)  (3771,5723)  (3735,5623)  (3785,5623)  | overflowToLeft=false
Slithering Cove  (6002,7443)  (5948,7426)  (5894,7385)  (5878,7329)  (5962,7373)  (5942,7322)  | overflowToLeft=false
The Slaughter House  (3664,163)  (3717,163)  | overflowToLeft=false
The Decrepit Ferry  (2239,5063)  (2189,5049)  (2238,5113)  (2239,5013)  (2289,5018)  (2174,4999)  (2227,5163)  | overflowToLeft=false
Agmond's End  (4584,9177)  (4534,9217)  (4634,9163)  | overflowToLeft=false
Deadman's Crossing  (3782,10909)  (3764,10970)  (3818,11005)  (3844,11075)  (3813,11146)  | overflowToLeft=false
Kal'ai Ruins  (2880,11786)  (2830,11814)  (2915,11836)  (2930,11780)  | overflowToLeft=false
Snowmelt Mountains  (503,8567)  (558,8572)  (617,8613)  (547,8640)  (698,8635)  (603,8674)  (496,8652)  (435,8700)  (487,8748)  | overflowToLeft=false
Terokkar Mountains  (132,13253)  (82,13302)  (82,13252)  (181,13303)  (132,13203)  (182,13203)  (182,13253)  (80,13202)  (131,13352)  (81,13352)  (32,13302)  (32,13252)  (231,13303)  (231,13353)  (181,13353)  (31,13353)  (130,13153)  (180,13153)  (232,13237)  (30,13202)  (30,13152)  (80,13152)  (281,13349)  (130,13103)  (180,13103)  (6,13102)  (56,13102)  (331,13352)  (154,13053)  (6,13052)  (381,13352)  (6,13002)  (425,13246)  (429,13296)  (431,13346)  (434,13170)  (475,13220)  (479,13270)  (481,13320)  (481,13370)  (484,13131)  (525,13181)  (529,13231)  (579,13189)  | overflowToLeft=false
Lakeridge Highway  (4305,10543)  (4255,10552)  (4355,10528)  (4386,10478)  (4205,10547)  | overflowToLeft=false
Ragnaros' Lair  (1882,1735)  (1901,1785)  (1861,1685)  | overflowToLeft=false
Crimson Laboratories  (2177,108)  (2127,157)  (2226,158)  (2082,107)  (2176,207)  (2126,207)  (2077,157)  (2076,234)  (2178,257)  | overflowToLeft=false
Fairbreeze Village  (5091,2211)  (5041,2260)  (5041,2210)  (5140,2261)  (5091,2161)  (5141,2161)  (5141,2211)  (5039,2160)  (5182,2311)  (4989,2145)  (5185,2361)  | overflowToLeft=false
Corlain  (240,8810)  (247,8750)  (301,8722)  (306,8775)  (192,8798)  (232,8699)  (365,8750)  | overflowToLeft=false
Boulder'gor  (4008,6061)  (3958,6107)  (3958,6057)  (4057,6111)  (4008,6011)  (4058,6011)  (4058,6061)  (3955,6007)  | overflowToLeft=false
Detention Block  (1320,1511)  (1344,1461)  (1331,1411)  (1381,1411)  | overflowToLeft=false
Dragonmaw Pass  (4998,7341)  | overflowToLeft=false
Darrowmere Lake  (3999,4726)  (4048,4776)  (3998,4776)  (3972,4676)  (4022,4676)  (4049,4726)  (4072,4653)  (4098,4776)  (4098,4826)  (4048,4826)  (4099,4703)  (4122,4624)  (4148,4753)  (4148,4803)  (4148,4853)  (4149,4674)  (4172,4623)  (4198,4724)  (4198,4774)  (4198,4824)  (4199,4673)  (4206,4874)  (4222,4607)  (4248,4723)  (4248,4773)  (4248,4823)  (4249,4657)  (4272,4577)  (4298,4707)  (4298,4757)  (4298,4807)  (4299,4627)  (4322,4553)  (4348,4677)  (4348,4727)  (4348,4777)  (4348,4827)  (4349,4603)  (4398,4656)  (4398,4706)  (4398,4756)  (4398,4806)  (4448,4673)  (4448,4779)  | overflowToLeft=false
Dread Chain  (1468,2563)  (1418,2612)  (1418,2562)  (1517,2613)  (1468,2513)  (1518,2513)  (1518,2563)  (1416,2512)  (1467,2662)  (1417,2662)  (1368,2612)  (1368,2562)  (1567,2613)  (1532,2663)  (1466,2463)  (1568,2482)  (1568,2532)  (1366,2512)  (1396,2462)  | overflowToLeft=false
Stonewatch Falls  (4711,10603)  (4661,10635)  (4661,10585)  (4761,10559)  (4791,10509)  (4611,10660)  (4811,10559)  (4561,10665)  (4861,10522)  (4511,10667)  (4461,10666)  | overflowToLeft=false
Elrendar Crossing  (5199,2681)  (5149,2709)  (5249,2681)  | overflowToLeft=false
Void Ridge  (1352,13091)  (1385,13141)  (1324,13041)  (1393,13191)  (1305,12991)  (1396,13241)  | overflowToLeft=false
An'owyn  (5309,3135)  (5259,3139)  (5359,3122)  | overflowToLeft=false
Knight's Hollow  (3731,10797)  (3681,10820)  (3781,10764)  (3631,10833)  (3853,10749)  (3862,10681)  | overflowToLeft=false
Deadwind Mountains  (4091,11465)  (4041,11514)  (4041,11464)  (4140,11515)  (4141,11461)  (3991,11534)  (3991,11484)  (4190,11524)  (4171,11318)  (4240,11548)  (4250,11598)  (4198,11268)  (4205,11218)  (4147,11181)  (4197,11168)  (4338,11103)  (4388,11101)  (4030,11100)  | overflowToLeft=false
Blackrock Mountain Interior  (1697,543)  (1647,592)  (1647,542)  (1746,593)  (1697,493)  (1747,493)  (1747,543)  (1645,492)  (1696,642)  (1646,642)  (1597,592)  (1597,542)  (1796,593)  (1796,643)  (1746,643)  (1596,643)  (1695,443)  (1745,443)  (1795,443)  (1797,493)  (1797,543)  (1595,492)  (1595,442)  (1645,442)  (1845,395)  (1696,692)  (1646,692)  (1547,593)  (1547,543)  (1846,593)  (1846,643)  (1840,693)  (1790,693)  (1546,691)  (1695,393)  (1745,393)  (1795,393)  (1847,445)  (1847,495)  (1545,493)  (1545,443)  (1545,393)  (1595,392)  (1645,392)  (1845,345)  (1740,742)  (1690,742)  (1640,742)  (1497,641)  (1497,591)  (1896,545)  (1896,595)  | overflowToLeft=false
Invasion Point Annihilator  (833,12565)  (823,12515)  | overflowToLeft=false
Westbrook Garrison  (2534,10519)  (2484,10568)  (2484,10518)  (2558,10569)  (2572,10469)  (2584,10519)  (2622,10440)  | overflowToLeft=false
Growless Cave  (2907,5347)  (2979,5309)  (3053,5294)  (3087,5241)  | overflowToLeft=false
Hiri'watha  (4354,5474)  (4304,5523)  (4304,5473)  (4369,5424)  (4404,5474)  (4254,5547)  (4254,5497)  | overflowToLeft=false
The Dawning Isles  (2790,4975)  (2740,5008)  (2778,4925)  (2755,4848)  (2705,4817)  | overflowToLeft=false
Duskwither Spire  (5667,2030)  (5617,2052)  (5658,1980)  (5717,2008)  | overflowToLeft=false
Crosspoint Tower  (3312,5587)  (3262,5629)  (3262,5579)  (3362,5555)  (3362,5605)  (3245,5529)  (3412,5554)  | overflowToLeft=false
Garrison Armory  (4486,11210)  (4535,11260)  (4449,11160)  (4536,11172)  | overflowToLeft=false
Havenswood  (3198,6511)  (3148,6515)  (3148,6465)  (3247,6561)  (3248,6482)  (3197,6565)  (3098,6495)  (3098,6445)  (3297,6532)  (3298,6472)  (3048,6468)  | overflowToLeft=false
Demont's Place  (1891,11218)  (1841,11195)  (1935,11268)  (1885,11268)  (1891,11168)  (1941,11318)  (1891,11318)  (1853,11118)  (1854,11068)  | overflowToLeft=false
Jorundall  (667,2667)  (617,2705)  (617,2655)  (716,2717)  (667,2617)  (717,2617)  (717,2667)  (567,2693)  (767,2648)  (517,2696)  | overflowToLeft=false
Vul'Gol Ogre Mound  (2961,11263)  (2911,11276)  (3011,11281)  | overflowToLeft=false
Lake Nazferiti  (3087,11775)  (3078,11725)  | overflowToLeft=false
Nethergarde Keep  (4645,11244)  (4672,11294)  (4695,11201)  | overflowToLeft=false
Dawnstar Village  (4991,508)  (4941,557)  (4941,507)  (5040,558)  (4991,458)  (5041,458)  (5041,508)  (4990,607)  (4940,607)  (4990,557)  (5090,558)  | overflowToLeft=false
